oprtact,icd9,icd9_nodot,score,human_index,human_agreed,human_icd9,name
IT007,8411,8411,1.000,3,false,,Amputation of toe
IT008,8409,8409,1.000,1,false,8408,Interthoracoscapular amputation
IT009,8415,8415,0.990,1,false,8416,Other amputation below knee
IT010,8417,8417,1.000,1,false,8445,Amputation above knee
IT011,8411,8411,1.000,1,false,8410,Amputation of toe
IT012,9355,9355,0.984,1,false,7676,Dental wiring
IT013,8191,8191,0.988,1,false,8198,Arthrocentesis
IT014,8111,8111,0.920,2,false,8121,Ankle fusion
IT015,8124,8124,1.000,1,false,8128,Arthrodesis of elbow
IT016,8128,8128,0.916,0,true,,Interphalangeal fusion
IT017,8115,8115,0.992,0,true,,Tarsometatarsal fusion
IT018,8121,8121,1.000,1,false,8151,Arthrodesis of hip
IT019,8121,8121,0.954,0,true,,Arthrodesis of hip
IT020,8122,8122,1.000,1,false,8124,Arthrodesis of knee
IT021,8123,8123,1.000,1,false,8124,Arthrodesis of shoulder
IT022,8102,8102,0.934,1,false,8108,"Other cervical fusion of the anterior column, anterior technique"
IT023,8163,8163,0.920,1,false,8105,Fusion or refusion of 4-8 vertebrae
IT024,8713,8713,1.000,2,false,8015,Temporomandibular contrast arthrogram
IT025,70,70,0.974,1,false,72,"Revision of hip replacement, both acetabular and femoral components"
IT026,8184,8184,1.000,1,false,8151,Total elbow replacement
IT027,8171,8171,1.000,1,false,8172,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
IT028,8151,8151,1.000,1,false,8152,Total hip replacement
IT029,8154,8154,0.956,0,true,,Total knee replacement
IT030,8188,8188,1.000,1,false,8181,Reverse total shoulder replacement
IT031,8173,8173,1.000,1,false,8156,Total wrist replacement
IT032,8092,8092,1.000,1,false,8022,"Other excision of joint, elbow"
IT033,8026,8026,1.000,2,false,8086,"Arthroscopy, knee"
IT034,8026,8026,1.000,1,false,8086,"Arthroscopy, knee"
IT035,806,806,1.000,1,false,8026,Excision of semilunar cartilage of knee
IT036,8011,8011,0.921,0,true,,"Other arthrotomy, shoulder"
IT037,8015,8015,1.000,1,false,8017,"Other arthrotomy, hip"
IT038,8016,8016,0.939,0,true,,"Other arthrotomy, knee"
IT039,632,632,0.963,1,false,292,Excision of cyst of epididymis
IT040,8415,8415,0.937,1,false,8405,Other amputation below knee
IT041,8036,8036,1.000,1,false,8076,"Biopsy of joint structure, knee"
IT042,8035,8035,0.919,1,false,5824,"Biopsy of joint structure, hip"
IT043,8031,8031,1.000,1,false,8030,"Biopsy of joint structure, shoulder"
IT044,8321,8321,0.989,1,false,344,Open biopsy of soft tissue
IT045,8321,8321,1.000,0,true,,Open biopsy of soft tissue
IT046,8321,8321,0.990,1,false,7740,Open biopsy of soft tissue
IT047,7742,7742,0.907,0,true,,"Biopsy of bone, humerus"
IT048,8321,8321,1.000,0,true,,Open biopsy of soft tissue
IT049,8182,8182,1.000,1,false,7981,Repair of recurrent dislocation of shoulder
IT050,7794,7794,0.910,1,false,7798,"Total ostectomy, carpals and metacarpals"
IT051,7789,7789,0.890,1,false,7784,"Other partial ostectomy, other bones"
IT052,7915,7915,0.974,1,false,7916,"Closed reduction of fracture with internal fixation, femur"
IT053,8303,8303,0.771,0,true,,Bursotomy
IT054,8455,8455,0.886,1,false,7896,Insertion of bone void filler
IT055,7806,7806,0.844,0,true,,"Bone graft, patella"
IT056,7895,7895,0.975,1,false,8455,"Insertion of bone growth stimulator, femur"
IT057,7807,7807,0.927,1,false,7892,"Bone graft, tibia and fibula"
IT058,8124,8124,0.945,0,true,,Arthrodesis of elbow
IT059,7706,7706,0.942,0,true,,"Sequestrectomy, patella"
IT060,7823,7823,0.927,1,false,8125,"Limb shortening procedures, radius and ulna"
IT061,7823,7823,0.957,1,false,8173,"Limb shortening procedures, radius and ulna"
IT062,8124,8124,0.910,0,true,,Arthrodesis of elbow
IT063,9984,9984,1.000,0,true,,Isolation
IT064,7823,7823,0.901,1,false,8184,"Limb shortening procedures, radius and ulna"
IT065,7823,7823,0.906,1,false,8173,"Limb shortening procedures, radius and ulna"
IT066,7823,7823,0.953,1,false,8173,"Limb shortening procedures, radius and ulna"
IT067,7823,7823,0.921,1,false,8184,"Limb shortening procedures, radius and ulna"
IT068,8628,8628,0.985,1,false,8622,"Nonexcisional debridement of wound, infection or burn"
IT069,7969,7969,0.954,1,false,7968,"Debridement of open fracture site, other specified bone"
IT070,8015,8015,0.877,0,true,,"Other arthrotomy, hip"
IT071,8016,8016,0.960,0,true,,"Other arthrotomy, knee"
IT072,8011,8011,1.000,0,true,,"Other arthrotomy, shoulder"
IT073,8622,8622,0.964,1,false,8628,"Excisional debridement of wound, infection, or burn"
IT074,8622,8622,1.000,1,false,8628,"Excisional debridement of wound, infection, or burn"
IT075,7706,7706,0.963,0,true,,"Sequestrectomy, patella"
IT076,309,309,1.000,1,false,302,Other exploration and decompression of spinal canal
IT077,8406,8406,1.000,0,true,,Disarticulation of elbow
IT078,8418,8418,1.000,0,true,,Disarticulation of hip
IT079,8416,8416,1.000,0,true,,Disarticulation of knee
IT080,8408,8408,1.000,1,false,8409,Disarticulation of shoulder
IT081,8404,8404,1.000,0,true,,Disarticulation of wrist
IT082,8051,8051,1.000,1,false,8462,Excision of intervertebral disc
IT083,8604,8604,1.000,1,false,8395,Other incision with drainage of skin and subcutaneous tissue
IT084,7915,7915,1.000,1,false,7857,"Closed reduction of fracture with internal fixation, femur"
IT085,7894,7894,0.924,1,false,7933,"Insertion of bone growth stimulator, carpals and metacarpals"
IT086,7820,7820,1.000,1,false,7955,"Limb shortening procedures, unspecified site"
IT087,7820,7820,0.968,1,false,7832,"Limb shortening procedures, unspecified site"
IT088,7820,7820,1.000,1,false,7832,"Limb shortening procedures, unspecified site"
IT089,9984,9984,1.000,0,true,,Isolation
IT090,7820,7820,0.976,1,false,7791,"Limb shortening procedures, unspecified site"
IT091,7898,7898,0.838,1,false,7818,"Insertion of bone growth stimulator, tarsals and metatarsals"
IT092,7827,7827,0.975,1,false,7877,"Limb shortening procedures, tibia and fibula"
IT093,7820,7820,0.938,1,false,7823,"Limb shortening procedures, unspecified site"
IT094,7760,7760,1.000,1,false,7762,"Local excision of lesion or tissue of bone, unspecified site"
IT095,344,344,0.947,1,false,7765,Excision or destruction of lesion of chest wall
IT096,864,864,0.920,1,false,863,Radical excision of skin lesion
IT097,2755,2755,0.978,1,false,8583,Full-thickness skin graft to lip and mouth
IT098,8221,8221,0.976,1,false,8339,Excision of lesion of tendon sheath of hand
IT099,4023,4023,0.929,1,false,9071,Excision of axillary lymph node
IT100,8314,8314,1.000,1,false,8212,Fasciotomy
IT101,9984,9984,1.000,0,true,,Isolation
IT102,7772,7772,0.891,1,false,7806,"Excision of bone for graft, humerus"
IT103,7775,7775,1.000,1,false,7774,"Excision of bone for graft, femur"
IT104,8670,8670,1.000,1,false,2756,"Pedicle or flap graft, not otherwise specified"
IT105,8382,8382,1.000,0,true,,Graft of muscle or fascia
IT106,8669,8669,1.000,1,false,8583,Other skin graft to other sites
IT107,8663,8663,0.940,1,false,8583,Full-thickness skin graft to other sites
